Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance
120246,BRUCE A. WILBANKS COMPANY,,,
2995,BRUNSON & MCKNIGHT,,,
247068,"BRYAN'S OILFIELD SERVICE, INC.",,,
291090,"BRYANT ENERGY SERVICES, INC.",,,
312729,BT SERVICES LLC,,,
49915,BTA OIL PROD & SUN OPER LTD PART,,,
258369,BTA OIL PRODUCERS,,,
3002,BTA OIL PRODUCERS,,,
3019,BTA OIL PRODUCERS,,,
260297,"BTA OIL PRODUCERS, LLC",274,1,Yes
237120,BUCKEYE DISPOSAL LLC,,,
222759,"BUCKEYE DISPOSAL, L.L.C.",3,0,Yes
370841,"BUFFCO PRODUCTION, INC.",1,1,No
297800,BULL DOG SERVICES INC,,,
245684,BULL HORN INC,,,
372629,"BULLFROG LOGISTICS, LLC",,,
701195,"BULLWHIP WATER SOLUTIONS, LLC",,,
50239,BUREAU OF LAND MANAGEMENT,,,
3044,BURGUNDY OIL & GAS OF N M INC,98,0,Yes
198524,"BURK ROYALTY CO., LTD",,,
3053,"BURK ROYALTY CO., LTD.",11,1,Yes
199638,BURLESON & HUFF,,,
50424,BURLESON CONSTRUCTION,,,
13300,"BURLESON PETROLEUM, INC",,,
166967,BURLINGTON NORTHERN & SANTA FE RY CO,,,
163089,BURLINGTON RESOURCES & ALTURA ENERGY LTD,,,
171995,BURLINGTON RESOURCES & BP AMERICA,,,
63576,BURLINGTON RESOURCES & HONDO OIL & GAS,,,
90355,BURLINGTON RESOURCES OIL & GAS,,,
90333,BURLINGTON RESOURCES OIL & GAS,,,
90310,BURLINGTON RESOURCES OIL & GAS,,,
90308,BURLINGTON RESOURCES OIL & GAS,,,
26485,BURLINGTON RESOURCES OIL & GAS CO,,,
235161,BURLINGTON RESOURCES OIL & GAS CO. LP,,,
109843,"BURLINGTON RESOURCES OIL & GAS CO., L.P.",,,
109854,"BURLINGTON RESOURCES OIL & GAS CO., L.P.",,,
37558,BURLINGTON RESOURCES OIL & GAS COMPANY,,,
14538,BURLINGTON RESOURCES OIL & GAS COMPANY LP,,,
263994,BURLINGTON RESOURCES OIL & GAS COMPANY LP,,,
704482,"Burlington Resources Oil & Gas Company, LP",,,
90362,"BURLINGTON RESOURCES OIL & GAS, L.P.",,,
90341,BURLINGTON RESOURCES OIL AND GAS CO LP,,,
63601,BURLINGTON RESOURCES OIL AND GAS CO. L.P.,,,
140519,BURLINGTON RESOURCES OIL AND GAS CO.LP,,,
33113,BURLINGTON RESOURCES TRADING INC.,,,
215285,BURLINGTON RESOURCES/ENERGEN RESOURCES,,,
3080,BURNETT OIL CO INC,252,5,Yes
288188,"BURNETT OIL CO., INC.",,,
50589,BURNS OPERATING,,,
371003,"BURNS XPRESS, LLC",1,0,Yes
187314,"BURR OIL AND GAS, INC.",,,
3118,BURRELL ENERGY,,,
3131,BURRO PIPELINE CORPORATION,,,
3166,BUS-RX INC,,,
289217,"BUTCH'S TRUCKING, INC.",,,
304858,BVX OPERATING INC.,,,
329487,"BXP Operating, LLC",704,149,No
199657,BYROM M MCKNIGHT,,,
51037,BYROM OIL COMPANY,,,
3198,BYRON OIL INDUSTRIES INC,,,
164049,C & C COMMUNICATIONS OF NM,,,
145541,C & C OPERATING INC.,,,
149915,C & C STOCK FARMS INC,,,
305694,"C & C TEXAS TRANSPORTS, LLC",,,
275517,"C & C TRANSPORT, LLC",,,
199674,C & E OPERATORS INC,,,
199689,C & K PETROLEUM INC,,,
3278,C C POLLARD,,,
3285,C D Q INC,,,
51166,C E LA RUE & B N MUNCY JR,,,
239965,C E LARUE,,,
83363,C E LARUE,,,
3292,C E LARUE & B M MUNCY JR,,,
3306,C E LONG,,,
3317,C E STAPLES,,,
3322,C F M OIL CO DBA LOUIS AND JUDY FULTON,,,
184451,C F QUALIA OPERATING INC,,,
3351,C H JUNI,,,
81975,C K KINSOLVING,,,
3420,C O FULTON,14,0,Yes
3438,C R I INC,,,
328293,C S TRANSPORTATION LLC,,,
3463,C W STUMHOFFER,,,
114474,C W TRAINER,,,
3474,C W TRAINER,1,0,Yes
195253,C&C LANDFARM INC,,,
231382,C&D MANAGEMENT COMPANY DBA FREEDOM VENTURES,8,8,No
191699,C&E OPERATORS INC,,,
372946,"C&J WELL SERVICES, INC.",,,
295925,"C&J WELL SERVICES, INC.",1,1,No
373566,C&P Trucking LLC,,,
371805,"C. K. DISPOSAL, LLC",,,
218102,C.I.O.S.,,,
194930,CABAL ENERGY CORPORATION,,,
309205,CABELLO OILFIELD SERVICE LLC,,,
199818,CABOT CARBON,,,
3507,CABOT CORP,,,
3516,CABOT CORPORATION,,,
199825,CABOT PETROLEUM CORP,,,
3535,CABOT PIPELINE,,,
186820,"CACTUS OPERATING COMPANY, LLC",,,
278287,CAERUS SOUTHERN ROCKIES LLC,,,
370917,"CAIRD OPERATING, LLC",,,
197264,CALIFORNIA OIL CO,,,
194807,CALPINE NATURAL GAS COMPANY L.P.,,,
214274,"CALPINE NATURAL GAS, L.P.",,,
37540,CALVIN F & ALMA F TENNISON,,,
3604,CALVIN F TENNISON,,,
198688,CAMBRIAN MANAGEMENT LTD,11,2,Yes
3613,CAMBRIAN OIL INC,,,
291393,"CAMERON OIL & GAS CO., INC.",,,
181109,CAMERON OIL & GAS INC,82,1,Yes
3630,CAMPBELL & HEDRICK,,,
371360,CANNON OIL & GAS LLC,,,
248802,"CANO PETRO OF NEW MEXICO, INC.",322,307,No
263157,"CANTERRA RESOURCES LIMITED, LLC",,,
3642,CANTRO EXPLORATION INC,,,
269864,CANYON E & P COMPANY,208,102,No
3659,CAPATAZ OPERATING INC,,,
26539,CAPITAL OIL & GAS CORP,,,
3675,CAPROCK EXPLORATION INC,1,0,Yes
3687,CAPROCK OIL & GAS INC,,,
181770,CAPROCK PIPE & SUPPLY,,,
370209,"CAPSTONE NATURAL RESOURCES II, LLC",,,
289372,"CAPSTONE NATURAL RESOURCES, LLC",,,
215388,CARBON ENERGY CORPORATION (USA),,,
2678,CARBON ENERGY CORPORATION (USA),,,
3693,CARBON ENERGY INC,,,
370100,CARDINAL TRANSPORT LLC,,,
3703,CARIBOU FOUR CORNERS OIL INCORPORATED,,,
193790,CARL B BROWN,,,
3714,CARL SCHELLINGER,,,
121536,CARL WOOD,,,
250617,CARLTON H STOWE DBA JMS CONSULTANTS,,,
256017,CARLTON H. STOWE DBA JMS CONSULTANTS,,,
292396,CARMARIE ENERGY CONTRACTORS INC.,,,
3732,CAROLYNN CLARK WIGGIN OIL PROPERTIES,,,
52152,CARPER DRILLING,,,
3767,CARR WELL SERVICE INC,,,
3776,CARR WELL SERVICE INC,,,
199965,CARROLL NEELY,,,
310548,"CART HILL ENERGY, LLC",1,0,Yes
262436,"CARTER COUNTY OPERATING, LLC",,,
199980,CARTER FOUNDATION PRODUCTION CO,,,
17537,"CASTLE EXPLORATION COMPANY, INC.",,,
308973,CATAMOUNT ENERGY PARTNERS LLC,,,
147800,CATCLAW PIPELINE INC,,,
328449,"Catena Resources Operating, LLC",65,0,Yes
3824,CAULKINS OIL CO,,,
200029,CAYMAN CORP,,,
278625,"CAZA OPERATING , LLC",,,
249099,"CAZA OPERATING, LLC",108,2,Yes
271017,CBM PARTNERS CORPORATION,,,
216852,CBS OPERATING CORP,,,
371956,CCC OIL & GAS LLC,14,14,No
307625,CCI SAN JUAN LLC,1,0,Yes
221956,"CDX GAS, LLC",,,
222374,"CDX RIO, LLC",,,
215223,"CDX ROCKIES, LLC",,,
200040,CECIL J RHODES,,,
3855,CECIL LEE'S CO,,,
146693,CEI PETROLEUM INC,,,
216993,CEJA CORPORATION,,,
247128,"CELERO ENERGY II, LP",,,
250949,"CELERO ENERGY II, LP",,,
251233,"CELERO ENERGY II, LP",,,
230164,"CELERO ENERGY, LP",,,
72727,CELESTE C GRYNBERG,,,
306801,"CELL ENERGY, LLC",,,
3886,CELSIUS ENERGY CO,,,
200067,CENARD OIL & GAS CO,,,
3906,CENTENNIAL NATURAL GAS CORP.,,,
326723,"CENTENNIAL RESOURCE DEVELOPMENT, INC.",,,
708124,"Centennial Resource Production, LLC",,,
372165,"CENTENNIAL RESOURCE PRODUCTION, LLC",179,1,Yes
713132,Centennial Resources Production LLC,,,
3939,CENTRAL RESOURCES INC,,,
53189,CENTRAL RESOURCES INC,,,
3945,CENTRAL TEXAS OPERATING INC,,,
237722,CENTURION PIPELINE L.P.,,,
270593,CENTURION PIPELINE L.P.,,,
251629,CENTURION PIPELINE LP,,,
232088,CENTURION PIPELINE LTD PRTN.,,,
190640,CENTURY EXPLORATION,,,
300380,CES OILFIELD OPERATING LP,,,
282950,CETANE ENERGY,,,
371537,"CF&M OIL FIELD SERVICE, INC.",,,
280554,"CFM OIL, LLC",146,28,No
3973,CHACE OIL CO INC,,,
211486,CHACO CHEMICAL CO,,,
3988,CHACO OIL CO,,,
3997,CHALA CRYOGENICS,,,
196624,CHALFONT OIL & GAS COMPANY,,,
372694,"CHALK MOUNTAIN SERVICES OF TEXAS, LLC",,,
4666,CHALLENGE OPERATING INC,,,
194106,CHAMA PETROLEUM COMPANY,,,
53394,CHAMBERS & KENNEDY,,,
373845,CHAMPION ENERGY SOLUTIONS LLC,,,
295826,CHAMPION OILFIELD SERVICES LLC,,,
191472,CHAMPION TECHNOLOGIES INC,,,
53454,"CHAMPLIN EXPLORATION, INC.",,,
53482,CHAMPLIN PETROLEUM CO,,,
4067,CHANCE PROPERTIES & EQUIPMENT,,,
4058,CHANCE PROPERTIES COMPANY,1,1,No
213509,CHANCE TOOL LTD.,,,
139274,CHANTREY CORPORATION,,,
283026,"CHAPARRAL (USA) ENERGY, LLC",,,
53559,CHAPARRAL ENERGY INC,,,
4115,CHAPARRAL ENERGY LLC,,,
249841,CHAPARRAL ENERGY LLC,,,
227725,"CHAPARRAL ENERGY, LLC",,,
4076,CHAPARRAL OIL & GAS CO,9,0,Yes
271999,CHAPARRAL RESOURCES LLC,,,
212157,CHAPARRAL SERVICES INC,,,
4094,CHAPARRAL SWD,,,
287541,"CHARGER RESOURCES, LLC",,,
4136,CHARLES B GILLESPIE JR,,,
70540,CHARLES B GILLESPIE JR,,,
101933,CHARLES B READ,,,
200136,CHARLES E SEED,,,
4172,CHARLES E YANCURA,,,
4183,CHARLES F HARDING,,,
4195,CHARLES J KITTRELL,,,
81987,CHARLES KENNETH KINSOLVING,,,
4204,CHARLES N EVANS,,,
36888,CHARLES R QUALIA,,,
4242,CHARLES W HICKS,,,
4259,CHARLES W KEMP,,,
329045,CHARLIE'S ROUSTABOUTS & TRUCKING LLC,,,
4275,CHARTER CRUDE OIL,,,
4287,CHARTER INTERNATIONAL,,,
4293,CHASE ENERGY INC,,,
50084,CHASE OIL CORP.,,,
53773,CHASE OIL CORPORATION,,,
159819,CHATEAU OIL & GAS INC,,,
4309,CHAVEROO OPERATING CO INC,,,
280203,"CHEMICAL TRANSPORATION, INC.",,,
235799,CHENEY ENERGY PARTNERS LLC,,,
370886,"CHEROKEE DISPOSAL, LLC",,,
245146,CHESAPEAK OPERATING,,,
233935,CHESAPEAKE ENERGY CORP,,,
286885,CHESAPEAKE ENERGY CORP.,,,
167599,CHESAPEAKE ENERGY MARKETING INC,,,
189535,CHESAPEAKE EXPLORATION L.L.C.,,,
260780,CHESAPEAKE OPERATING INC,,,
237958,"CHESAPEAKE OPERATING, INC.",,,
147179,"CHESAPEAKE OPERATING, INC.",,,
257154,"CHESAPEAKE OPERATING, INC.",,,
262294,"CHESTNUT EXPLORATION AND PRODUCTION, INC.",3,3,No
300701,CHEVRON E&P,,,
286346,CHEVRON ENVIRONMENTAL MANAGEMENT CO,,,
159524,CHEVRON INFORMATION TECHNOLOGIES,,,
73564,CHEVRON MIDCONTINENT LP,,,
241333,"CHEVRON MIDCONTINENT, L.P.",198,1,Yes
247589,"CHEVRON MIDCONTINENT, L.P.",,,
189100,"CHEVRON MIDCONTINENT, LP",,,
184346,CHEVRON PIPE LINE COMPANY,,,
54162,CHEVRON PIPELINE CO,,,
54141,CHEVRON PIPELINE CO,,,
160296,CHEVRON PIPELINE COMPANY,,,
216419,CHEVRON TEXACO EXPLORATION & PRODUCTION CO.,,,
30836,CHEVRON U S A INC,,,
4323,CHEVRON U S A INC,1787,8,Yes
151599,CHEVRON U S A INC,,,
218422,CHEVRON U.S.A. INC.,,,
219425,CHEVRON U.S.A. INC.,,,
296002,CHEVRON U.S.A. INC.,,,
54249,"CHEVRON U.S.A., INC.",,,
224722,CHEVRON U.S.A.INC.,,,
225225,CHEVRON USA - GT LINK,,,
212764,CHEVRON USA INC,,,
54186,CHEVRON USA INC,,,
54207,CHEVRON USA INC,,,
54302,CHEVRON USA INC,,,
54319,CHEVRON USA INC,,,
54235,CHEVRON USA INC,,,
54284,CHEVRON USA INC,,,
54296,CHEVRON USA INC,,,
247104,CHEVRON USA NORTH,,,
231366,CHEVRON USA PRODUCTION COMPANY,,,
54380,CHEVRON USA PRODUCTION COMPANY,,,
297663,"CHEVRON USA, INC.",,,
216304,CHEVRON USA-GT,,,
216816,CHEVRONTEXACO,,,
225471,CHEVRONTEXACO EXPLORATION & PRODUCTION CO.,,,
267676,"CHEYENNE WATER DISPOSAL SYSTEMS, LLC",,,
269152,"CHEYENNE WATER DISPOSAL SYSTEMS, LLC",1,0,Yes
54404,CHI ENERGY INC,,,
226159,"CHI ENERGY, INC.",,,
4378,CHI OPERATING INC,56,2,Yes
246048,CHI OPERATING INC.,,,
271866,"CHICA ENERGY, LLC",,,
372137,"CHISHOLM ENERGY OPERATING, LLC",261,3,Yes
326483,"CHISHOLM ENERGY OPERATING, LLC.",,,
4407,CHISM & TAYLOR,,,
4416,CHISOS OPERATING INC,,,
215732,"CHISOS, LTD",9,2,Yes
308260,CHOCTAW SERVICES LLC,,,
306226,CHOICE OILFIELD SERVICES LLC,,,
4435,CHRISTIE - STEWART DRILLING CO,,,
37200,CHRISTIE GAS CORP,,,
258692,"CHRISTMAS, LLC",1,0,Yes
373897,CHUKY'S TRUCKING LLC,,,
4449,CHUSKA ENERGY INC,,,
279508,CHUZA OIL COMPANY,30,30,No
4452,CHUZA OPERATING,,,
4468,CIBOLA ENERGY CORP,,,
200204,CIMA CAPITAN INC,,,
154358,CIMA ENERGY LIMITED PARTNERSHIP,,,
290261,CIMAREX ENERGY,,,
313127,CIMAREX ENERGY CO,,,
252846,CIMAREX ENERGY CO.,,,
215099,CIMAREX ENERGY CO.,435,3,Yes
239944,CIMAREX ENERGY CO. OF COLORADO,,,
162683,CIMAREX ENERGY CO. OF COLORADO,455,6,No
245092,CIMAREX ENERGY CO. OF COLORADO,,,
325700,CIMAREX ENERGY COMPANY,,,
4484,CIMARRON ENERGY CORP,,,
4496,CINCO GENERAL PARTNERSHIP,,,
54750,CINIZA PIPELINE COMPANY,,,
4502,CINIZA PIPELINE INC.,,,
37601,CINIZA PRODUCTION CO,,,
191469,CIP INC,,,
243468,"CIRCLE DIAMOND DRILLING, LLC",,,
4519,CIRCLE RIDGE PROD INC,,,
269258,CIRILO G. CORTEZ DBA CORTEZ TRUCKING,,,
170046,"CITATION CRUDE MARKETING, INC.",,,
4526,CITATION OIL & GAS CORP,,,
4537,CITATION OIL & GAS CORP,39,0,Yes
4544,CITATION OIL & GAS CORP,,,
4553,CITGO,,,
4571,CITIES SERVICE CO,,,
54854,CITIES SERVICE CO,,,
4599,CITIES SERVICE OIL AND GAS CORP.,,,
54877,CITIES SERVICE OIL CO,,,
4600,CITIES SERVICE OIL COMPANY,,,
4631,CITIGAS CORP.,,,
55029,CITY OF HOBBS,,,
195466,CITY OF HOBBS,,,
55067,CITY OF LAS CRUCES,,,
285088,CIYCSA INC,,,
221076,"CKG ENERGY, INC.",8,0,Yes
370951,CL&F OPERATING LLC,,,
37437,CLACO OIL CO,,,
221150,CLARA L. KIRKWOOD,,,
4677,CLARENCE FORISTER,,,
370278,CLASSIC ROUSTABOUT & WELDING SERVICES LLC,,,
40628,CLAUD E AIKMAN,,,
81298,CLAUDE C KENNEDY,,,
187226,CLAUDE HUCKLEBERRY,,,
145440,CLAUDE SMITH,,,
329249,CLAVEL TRANSPORT LLC,,,
155173,CLAY L WILSON,,,
197737,CLAY-NEILL,,,
4698,"CLAYCO, INC.",,,
4708,CLAYTON INVESTMENT CO,,,
4710,CLAYTON W WILLIAMS JR,,,
25706,CLAYTON WILLIAMS ENERGY INC,,,
120690,"CLAYTON WILLIAMS ENERGY, INC.",,,
287147,CLEAN SLATE SERVICES LLC,,,
320253,"CLEARWATER SWD, LLC",,,
371101,"CLEARWATER SWD, LLC",1,0,Yes
319851,"CLEARWATER SWD, LLC",,,
187237,CLEARY PETROLEUM INCORPORATED,,,
4741,CLIFFORD C. OR MARY A. TERRY,,,
200242,CLINTON OIL CO,,,
196798,CLYDE B NEILL ET AL,,,
256512,"CML EXPLORATION, LLC",41,2,Yes
153699,"CMS OILFIELD SERVICES, INC.",,,
258070,CN FARMS & TRUCKING,,,
308661,CNJ OILFIELD SERVICES LLC,,,
251464,CNM,,,
5344,CO2,,,
26573,CO2 IN ACTION,,,
5353,CO2 INC,,,
148244,"CO2 SERVICES, INC",,,
191294,COASTAL CHEMICAL INC,,,
127951,COASTAL MANAGEMENT CORP,,,
373030,Coastal Salt Water Services LLC,,,
4779,COASTAL STATES GAS PRODUCING CO,,,
200293,COASTAL STATES OIL & GAS CORP,,,
4786,COASTAL STATES TRADING INC.,,,
289771,"COBALT OPERATING, LLC",,,
286255,"COBALT OPERATING, LLC",3,2,No
163721,COBB RESOURCES CORPORATION,,,
191341,COBRA INDUSTRIES INC,,,
147404,COBRA OIL & GAS CORPORATION,2,0,Yes
373333,Cobra Trucking & Rentals LLC,,,
200312,COCKRELL CORP,,,
25717,CODY ENERGY INC.,,,
371790,"COFFEYVILLE RESOURCES REFINING & MARKETING, L",,,
242661,"COG OIL & GAS L.P. / CHEVRON U.S.A., INC.",,,
230930,COG OPERATING LLC,,,
229137,COG OPERATING LLC,1512,0,Yes
231269,COG OPERATING LLC,,,
290631,COG OPERATING LLC,,,
287343,COG PRODUCTION LLC,,,
217955,"COG PRODUCTION, LLC",177,4,Yes
303283,"COG PRODUCTION, LLC",,,
4790,COLA PETROLEUM INC,,,
4805,COLE DEVELOPMENT CO.,,,
4811,COLEMAN OIL & GAS,,,
4838,COLEMAN OIL & GAS INC,22,2,Yes
218704,"COLFAX LAND & CATTLE COMPANY, LLC",2,0,Yes
371449,"COLGATE OPERATING, LLC",52,1,Yes
4857,COLLIER ENERGY INC,,,
56134,COLLIER ENERGY INC,,,
4863,COLLIER PET CORP,1,1,No
56185,COLLINS & WARE,,,
4874,COLLINS & WARE INC,,,
4889,COLLINS OIL & GAS CORP,,,
4891,COLONIAL PRODUCTION CO,,,
4909,COLONY NATURAL GAS,,,
4923,COLORADO INTERSTATE GAS CO,,,
56283,COLORADO OIL CO INC,,,
4934,COLORADO PLATEAU GEOLOGICAL SERVICES INC,,,
167526,COLT RESOURCES CORPORATION,,,
4947,COLTER OPERATING CO,,,
4956,COLUMBIA GAS DEVELOPMENT CORP,,,
187477,COLUMBINE OIL COMPANY,,,
56325,COLUMBUS ELECTRIC COOP INC,,,
4985,COLUMBUS ENERGY CORP,,,
328347,COMANCHE TRUCKING LLC,,,
4992,COMMANCHE GAS GATHERING LTD PTR,,,
5006,COMMANCHE PIPELINE,,,
238671,"COMMERCIAL EXCHANGE, INC.",,,
200356,COMPASS EXPLORATION INC,,,
230821,COMPASS OPERATING LLC,,,
191203,COMPRESSOR SYSTEMS INC,,,
5022,COMPTON CORP,,,
144839,COMSTOCK NATURAL GAS INC,,,
31022,CON-GAS INC,,,
168489,CONCHO EXPLORATION,,,
277313,CONCHO OIL & GAS LLC/COG OPERATING LLC,,,
215143,CONCHO RESOURCES INC.,,,
193407,"CONCHO RESOURCES, INC.",,,
317609,CONCORD ENERGY LLC,,,
5039,CONDOR OIL CORP,,,
56440,CONE ESTATE GORDON M,,,
197647,CONLEY & ASSOCIATES INC,,,
296758,CONNIE CASTILLO DBA CC DUMPTRUCKS,,,
194757,CONOCO GAS HOLDINGS LLC,,,
163508,CONOCO INC,,,
56533,CONOCO INC,,,
132142,CONOCO INC,,,
184043,CONOCO INC,,,
5073,CONOCO INC,,,
5097,CONOCO INC,,,
56541,CONOCO INC,,,
56555,CONOCO INC,,,
56579,CONOCO INC,,,
56586,CONOCO INC,,,
56606,CONOCO INC,,,
56622,CONOCO INC,,,
56651,CONOCO INC,,,
56664,CONOCO INC,,,
56673,CONOCO INC,,,
56617,CONOCO INC,,,
31045,CONOCO INC - OIL,,,
151960,CONOCO INC.,,,
163925,CONOCO INC.,,,
186136,CONOCO INC. & CONOCO GAS HOLDINGS LLC,,,
176328,CONOCO INC. - NGPT99,,,
166400,CONOCO INC.(NGPT),,,
230359,CONOCO PHILLIPS,,,
33995,CONOCO PHILLIPS COMPANY,,,
283260,CONOCO PHILLIPS COMPANY,,,
56697,"CONOCOPHILLIPS & ATOFINA PETROCHEMICALS,INC",,,
56707,"CONOCOPHILLIPS & BHP PETROLEUM CO., INC.",,,
165464,CONOCOPHILLIPS & BURLINGTON RESOURCES,,,
219138,CONOCOPHILLIPS CO.,,,
218082,CONOCOPHILLIPS CO.,,,
321825,CONOCOPHILLIPS CO.,,,
56562,CONOCOPHILLIPS COMPANY,,,
99241,CONOCOPHILLIPS COMPANY,,,
218694,CONOCOPHILLIPS COMPANY,,,
217817,CONOCOPHILLIPS COMPANY,1274,5,Yes
220285,CONOCOPHILLIPS COMPANY,,,
225342,CONOCOPHILLIPS COMPANY,,,
99137,CONOCOPHILLIPS COMPANY,,,
99165,CONOCOPHILLIPS COMPANY,,,
99208,CONOCOPHILLIPS COMPANY,,,
99210,CONOCOPHILLIPS COMPANY,,,
56639,CONOCOPHILLIPS COMPANY,,,
303541,CONOCOPHILLIPS COMPANY,,,
259811,CONOCOPHILLIPS COMPANY,,,
258995,CONOCOPHILLIPS PIPELINE COMPANY,,,
56645,"CONOCOPHILLIPS/ OXY USA WTP, L.P.",,,
148587,"CONSOLIDATED CONSTRUCTORS, INC.",,,
200360,CONSOLIDATED GAS & EQUIPMENT,,,
196731,CONSOLIDATED MINERALS DEVELOPMENT CORP.,,,
177042,CONSOLIDATED OIL & GAS,,,
56796,CONSOLIDATED OIL & GAS INC,,,
5110,CONSOLIDATED OIL & GAS INC,,,
5155,CONTINENTAL NATURAL GAS,,,
132239,CONTINENTAL OIL CO,,,
56899,CONTINENTAL OIL CO,,,
56880,CONTINENTAL OIL CO,,,
123975,CONTINENTAL OIL COMPANY,,,
5179,CONTINENTAL OIL COMPANY,,,
372548,"CONTINENTAL RESOURCES, INC.",1,0,Yes
155669,"CONTINENTAL RESOURCES, INC.",,,
5186,CONTINENTAL-EMSCO CO,,,
311619,"CONTINUUM CRUDE LOGISTICS SERVICES, L.L.C.",,,
311602,"CONTINUUM CRUDE TRANSPORTATION SERVICES, LLC",,,
5190,CONTROLLED RECOVERY INC,,,
271221,"CONTROLLED RECOVERY, INC.",,,
372595,"CONVERT OPERATING, LLC",,,
5207,CONVEST ENERGY CORP,,,
296306,COOK CONSTRUCTION & MAINTENANCE LLC,,,
7541,COOK OIL & GAS,,,
143000,COOPER CATTLE,,,
329772,"Copper Ridge Resources, LLC",5,0,Yes
5235,COQUINA,,,
5249,COQUINA OIL CORP,,,
200385,CORAL DRILLING INC,,,
165445,CORAZON RANCH,,,
126428,CORINNE GRACE,,,
5268,CORINNE GRACE,,,
243452,CORKRAN ENERGY LP,1,0,Yes
197350,CORONA OIL CO,,,
255355,"CORONADO ENERGY E&P COMPANY, L.L.C.",,,
57681,CORONADO EXPLORATION CORP,,,
328544,CORRAL SERVICES LLC,,,
191543,CORROSION LTD,,,
5284,CORTEZ CORP,,,
163123,CORTEZ OPERATING COMPANY,,,
200407,COSDEN PETROLEUM CORP,,,
138695,"COSTILLA ENERGY, INC.",,,
329657,"Cotton Draw Midstream, L.L.C",,,
200416,COTTON PETROLEUM CORP,,,
5337,COULTHURST MGT & INV INC,3,2,No
36747,COX OIL & GAS INC,,,
373390,"CP Energy Transportation, LLC",,,
373401,"CP Energy, LLC",,,
373962,Craft Operating NM LLC,1,0,Yes
306332,CRAIG D. NELSON DBA ULTRA TRUCKING,,,
303735,"CRAIN HOT OIL SERVICE, LLC",1,0,Yes
189886,"CRAIN'S HOT OIL SERVICE, INC.",,,
145943,CRAWLEY PETROLEUM CORPORATION,,,
242955,"CRAZY HORSE, LLC",,,
241955,"CRAZY HORSE, LLC",,,
296584,CREDO ENERGY SERVICES LLC,,,
371076,CRESS GREEN ENERGY RESOURCES LLC,6,6,No
152464,"CRESTRIDGE DRILLING AND PRODUCTION CO., LLC",,,
282301,CRESTWOOD NEW MEXICO PIPELINE LLC,,,
373267,Crestwood Transportation LLC,,,
374012,"CRH EXPRESS, CORPORATION",,,
278631,"CRI HOLDINGS, LLC",,,
71057,CRISTOBAL GONZALES,,,
97440,CRITCHELL PARSONS,,,
286614,"CROSS BORDER RESOURCES, INC.",61,12,No
279236,"CROSS BORDER RESOURCES, INC.",,,
5371,CROSS CREEK CORP,,,
315244,CROSS TIMBERS ENERGY LLC,,,
168234,CROSS TIMBERS ENERGY SERVICES,,,
298299,"CROSS TIMBERS ENERGY, LLC",564,9,No
305793,"CROSS TIMBERS ENERGY, LLC",,,
250307,"CROSSFIRE SEEDING, LLC",,,
282936,"CROSSFIRE, LLC",,,
371889,"CROSSFIRE, LLC",,,
224635,CROSSLAND OPERATING LLC,,,
276258,CROSSROADS WEST LLC,,,
209274,CROSSTEX ENERGY SERVICES,,,
329965,"Crowe Blanco Properties, LLC",,,
5404,CROWN CENTRAL PETROLEUM CORP,,,
5413,CROWN CENTRAL PIPELINE,,,
213190,"CROWNQUEST OPERATING, LLC",15,2,Yes
5428,CRUMP PETROLEUM CORP,,,
5459,CRW-SWD INC,,,
289505,"CS & M TRUCKING, LLC",,,
300769,"CUB USA SERVICES, LLC",,,
236148,"CUERVO EXPLORATION, LLC",,,
272966,"CUMMINS BURNER FUEL, INC.",,,
26551,CURRY RESOURCES,,,
294149,"CURRYTEX, LLC",,,
5487,CURTIS HANKAMER,,,
5493,CURTIS J LITTLE,,,
285073,CYCLONE INC,,,
282049,"D & A OILFIELD SERVICES, LLC",,,
147965,"D & J OIL COMPANY, INC.",,,
281466,"D & T BACKHOE, INC.",,,
308182,D & T WELL SERVICES LLC,,,
288904,D AND D TRUCKING LLC,,,
5534,D B BAXTER,,,
36822,D C B OIL & GAS INC,,,
37567,D E ENERGY LTD,,,
5556,D E FLORANCE,,,
5560,D H HUNT,,,
5578,D J SIMMONS INC,,,
5585,D K D OIL CO,,,
143144,D L COOK,,,
5605,D M NORMAN,,,
5620,D M S OIL CO,1,0,Yes
5638,D N C ENTERPRISES INC,,,
5657,D W ST CLAIR,,,
268257,"D&JD SERVICES, LTD.",,,
328909,D&MY TRUCKING LLC,,,
5674,D-MIL PRODUCTION INC,,,
153107,"D. K. BOYD OIL & GAS CO., INC.",,,
161048,"D. K. BOYD OIL AND GAS CO., INC.",,,
329795,"D.M. Disposal Systems, LLC",,,
328643,"D.W.R. OIL PROPERTIES, INC.",5,0,Yes
233610,DABB ENERGY COMPANY,,,
374157,Dakota Gold Trucking L.L.C.,,,
5689,DAKOTA RESOURCES INC,,,
59440,DAKOTA RESOURCES INC,,,
59458,DAKOTA RESOURCES INC,,,
5691,DAKOTA RESOURCES INC (I),17,1,Yes
191554,DALE BURGETT,,,
5715,DALE L HOOPES ROUSTABOUT SERVICE,,,
16751,DALEN RESOURCES OIL & GAS CO,,,
88607,DALLAS MCCASLAND,,,
5736,DALLAS PRODUCTION,,,
5748,DALPORT OIL CORP,,,
37471,DALTON H COBB,,,
59555,DAMSON OIL CORP,,,
