County,State,Year,Population,Population Change,Total Population Change,Births,Deaths,International Immigration,Net Domestic Migration
Throckmorton County, Texas,1993,1865,0.7563,14,20,24,4,-7
Throckmorton County, Texas,1994,1907,2.252,42,28,32,2,23
Throckmorton County, Texas,1995,1939,1.678,32,25,31,6,8
Throckmorton County, Texas,1996,1903,-1.8566,-36,22,28,1,-48
Throckmorton County, Texas,1997,1866,-1.9443,-37,19,23,2,-55
Throckmorton County, Texas,1998,1877,0.5895,11,19,22,2,-3
Throckmorton County, Texas,1999,1886,0.4795,9,20,24,4,-8
Throckmorton County, Texas,2000,1850,-1.9088,-36,,,,
Throckmorton County, Texas,2001,1791,-3.1892,-59,16,13,2,-46
Throckmorton County, Texas,2002,1739,-2.9034,-52,18,26,2,-48
Throckmorton County, Texas,2003,1702,-2.1277,-37,8,30,2,-24
Throckmorton County, Texas,2004,1652,-2.9377,-50,5,27,0,-34
Throckmorton County, Texas,2005,1695,2.6029,43,15,23,1,44
Throckmorton County, Texas,2006,1710,0.885,15,12,19,0,18
Throckmorton County, Texas,2007,1653,-3.3333,-57,16,19,1,-56
Throckmorton County, Texas,2008,1635,-1.0889,-18,12,11,0,-30
Throckmorton County, Texas,2009,1654,1.1621,19,11,8,1,-11
Throckmorton County, Texas,2010,1641,-0.786,-13,5,0,0,-6
Throckmorton County, Texas,2011,1637,-0.2438,-4,14,22,3,3
Throckmorton County, Texas,2012,1610,-1.6494,-27,14,23,2,-21
Throckmorton County, Texas,2013,1606,-0.2484,-4,20,19,0,-7
Throckmorton County, Texas,2014,1613,0.4359,7,15,20,0,13
Throckmorton County, Texas,2015,1559,-3.3478,-54,8,22,0,-40
Throckmorton County, Texas,2016,1537,-1.4112,-22,13,26,0,-10
Throckmorton County, Texas,2017,1510,-1.7567,-27,20,24,0,-23
Throckmorton County, Texas,2018,1504,-0.3974,-6,10,13,0,-2
Throckmorton County, Texas,2019,1501,-0.1995,-3,10,11,0,-5
Titus County, Texas,1970,16702,,,,,,
Titus County, Texas,1971,17500,4.7779,798,,,,
Titus County, Texas,1972,17700,1.1429,200,,,,
Titus County, Texas,1973,18200,2.8249,500,,,,
Titus County, Texas,1974,18700,2.7473,500,,,,
Titus County, Texas,1975,19200,2.6738,500,,,,
Titus County, Texas,1976,19600,2.0833,400,,,,
Titus County, Texas,1977,20100,2.551,500,,,,
Titus County, Texas,1978,20500,1.99,400,,,,
Titus County, Texas,1979,21000,2.439,500,,,,
Titus County, Texas,1980,21442,2.1048,442,,,,
Titus County, Texas,1981,21925,2.2526,483,,,,
Titus County, Texas,1982,22606,3.106,681,410,255,,
Titus County, Texas,1983,23280,2.9815,674,419,266,,
Titus County, Texas,1984,23213,-0.2878,-67,406,256,,
Titus County, Texas,1985,23384,0.7367,171,382,248,,
Titus County, Texas,1986,23703,1.3642,319,380,263,,
Titus County, Texas,1987,23517,-0.7847,-186,399,288,,
Titus County, Texas,1988,23835,1.3522,318,435,274,,
Titus County, Texas,1989,23783,-0.2182,-52,448,238,,
Titus County, Texas,1990,24009,0.9503,226,335,173,,
Titus County, Texas,1991,24584,2.3949,575,435,249,,
Titus County, Texas,1992,25168,2.3755,584,434,250,58,65
Titus County, Texas,1993,25265,0.3854,97,484,242,77,-476
Titus County, Texas,1994,25529,1.0449,264,450,295,73,-218
Titus County, Texas,1995,26092,2.2053,563,454,266,90,12
Titus County, Texas,1996,26462,1.4181,370,522,316,126,-245
Titus County, Texas,1997,27126,2.5093,664,538,301,197,-85
Titus County, Texas,1998,27791,2.4515,665,517,293,209,-96
Titus County, Texas,1999,27920,0.4642,129,552,301,202,-551
Titus County, Texas,2000,28118,0.7092,198,,,,
Titus County, Texas,2001,28100,-0.064,-18,542,286,242,-667
Titus County, Texas,2002,28387,1.0214,287,505,270,229,-300
Titus County, Texas,2003,28947,1.9727,560,510,239,199,-34
Titus County, Texas,2004,29461,1.7757,514,567,266,184,-110
Titus County, Texas,2005,28803,-2.2335,-658,570,236,188,-1301
Titus County, Texas,2006,29541,2.5622,738,584,252,187,68
Titus County, Texas,2007,30231,2.3357,690,643,236,172,-17
Titus County, Texas,2008,30963,2.4214,732,600,239,169,-20
Titus County, Texas,2009,31749,2.5385,786,553,234,169,79
Titus County, Texas,2010,32334,1.8426,585,118,61,9,21
Titus County, Texas,2011,32452,0.3649,118,494,258,25,-229
Titus County, Texas,2012,32612,0.493,160,518,269,45,-130
Titus County, Texas,2013,32587,-0.0767,-25,481,263,34,-279
Titus County, Texas,2014,32502,-0.2608,-85,503,260,56,-392
Titus County, Texas,2015,32626,0.3815,124,536,307,39,-144
Titus County, Texas,2016,32463,-0.4996,-163,506,282,44,-431
Titus County, Texas,2017,32619,0.4805,156,507,289,27,-88
Titus County, Texas,2018,32743,0.3801,124,479,274,33,-115
Titus County, Texas,2019,32750,0.0214,7,473,264,-23,-181
Tom Green County, Texas,1970,71047,,,,,,
Tom Green County, Texas,1971,73000,2.7489,1953,,,,
Tom Green County, Texas,1972,72500,-0.6849,-500,,,,
Tom Green County, Texas,1973,74800,3.1724,2300,,,,
Tom Green County, Texas,1974,75800,1.3369,1000,,,,
Tom Green County, Texas,1975,77600,2.3747,1800,,,,
Tom Green County, Texas,1976,78800,1.5464,1200,,,,
Tom Green County, Texas,1977,79400,0.7614,600,,,,
Tom Green County, Texas,1978,80700,1.6373,1300,,,,
Tom Green County, Texas,1979,82900,2.7261,2200,,,,
Tom Green County, Texas,1980,84784,2.2726,1884,,,,
Tom Green County, Texas,1981,87227,2.8814,2443,,,,
Tom Green County, Texas,1982,90883,4.1914,3656,1724,799,,
Tom Green County, Texas,1983,94543,4.0272,3660,1877,804,,
Tom Green County, Texas,1984,96152,1.7019,1609,1878,795,,
Tom Green County, Texas,1985,96368,0.2246,216,1757,825,,
Tom Green County, Texas,1986,97247,0.9121,879,1749,839,,
Tom Green County, Texas,1987,97494,0.254,247,1721,840,,
Tom Green County, Texas,1988,98596,1.1303,1102,1704,862,,
Tom Green County, Texas,1989,99676,1.0954,1080,1711,839,,
Tom Green County, Texas,1990,98458,-1.222,-1218,1254,610,,
Tom Green County, Texas,1991,98134,-0.3291,-324,1567,830,,
Tom Green County, Texas,1992,99476,1.3675,1342,1644,829,120,-87
Tom Green County, Texas,1993,100192,0.7198,716,1496,946,134,-392
Tom Green County, Texas,1994,101479,1.2845,1287,1554,898,206,71
Tom Green County, Texas,1995,101962,0.476,483,1452,911,164,-498
Tom Green County, Texas,1996,102828,0.8493,866,1477,984,180,102
Tom Green County, Texas,1997,103515,0.6681,687,1541,974,142,-321
Tom Green County, Texas,1998,104009,0.4772,494,1553,944,112,-367
Tom Green County, Texas,1999,103908,-0.0971,-101,1580,990,91,-1080
Tom Green County, Texas,2000,104010,0.0982,102,,,,
Tom Green County, Texas,2001,103923,-0.0836,-87,1606,1030,107,-778
Tom Green County, Texas,2002,104035,0.1078,112,1511,1017,-38,-168
Tom Green County, Texas,2003,104330,0.2836,295,1648,964,-349,426
Tom Green County, Texas,2004,104744,0.3968,414,1572,1016,292,-609
Tom Green County, Texas,2005,104974,0.2196,230,1603,990,75,-424
Tom Green County, Texas,2006,106125,1.0965,1151,1594,959,180,214
Tom Green County, Texas,2007,106680,0.523,555,1666,935,45,-149
Tom Green County, Texas,2008,107639,0.899,959,1720,1015,101,133
Tom Green County, Texas,2009,108879,1.152,1240,1710,1031,71,197
Tom Green County, Texas,2010,110224,1.2353,1345,396,200,53,192
Tom Green County, Texas,2011,111751,1.3854,1527,1514,986,67,478
Tom Green County, Texas,2012,113307,1.3924,1556,1532,1002,253,758
Tom Green County, Texas,2013,114680,1.2118,1373,1532,973,88,722
Tom Green County, Texas,2014,116319,1.4292,1639,1575,1080,42,1082
Tom Green County, Texas,2015,117514,1.0273,1195,1726,1040,93,423
Tom Green County, Texas,2016,117634,0.1021,120,1641,995,25,-547
Tom Green County, Texas,2017,117566,-0.0578,-68,1545,1094,-22,-494
Tom Green County, Texas,2018,118014,0.3811,448,1530,1133,-71,129
Tom Green County, Texas,2019,119200,1.005,1186,1498,1071,-46,802
Torrance County, New Mexico,1970,5290,,,,,,
Torrance County, New Mexico,1971,5200,-1.7013,-90,,,,
Torrance County, New Mexico,1972,5300,1.9231,100,,,,
Torrance County, New Mexico,1973,5700,7.5472,400,,,,
Torrance County, New Mexico,1974,5900,3.5088,200,,,,
Torrance County, New Mexico,1975,6100,3.3898,200,,,,
Torrance County, New Mexico,1976,6400,4.918,300,,,,
Torrance County, New Mexico,1977,6500,1.5625,100,,,,
Torrance County, New Mexico,1978,6800,4.6154,300,,,,
Torrance County, New Mexico,1979,7200,5.8824,400,,,,
Torrance County, New Mexico,1980,7491,4.0417,291,,,,
Torrance County, New Mexico,1981,7566,1.0012,75,,,,
Torrance County, New Mexico,1982,7883,4.1898,317,127,55,,
Torrance County, New Mexico,1983,8045,2.0551,162,136,59,,
Torrance County, New Mexico,1984,8278,2.8962,233,141,63,,
Torrance County, New Mexico,1985,8530,3.0442,252,136,67,,
Torrance County, New Mexico,1986,8998,5.4865,468,140,72,,
Torrance County, New Mexico,1987,9722,8.0462,724,146,73,,
Torrance County, New Mexico,1988,9969,2.5406,247,137,72,,
Torrance County, New Mexico,1989,10242,2.7385,273,127,74,,
Torrance County, New Mexico,1990,10285,0.4198,43,97,55,,
Torrance County, New Mexico,1991,10835,5.3476,550,138,70,,
Torrance County, New Mexico,1992,11051,1.9935,216,140,90,3,101
Torrance County, New Mexico,1993,11593,4.9045,542,151,94,8,412
Torrance County, New Mexico,1994,12220,5.4084,627,156,85,13,477
Torrance County, New Mexico,1995,13356,9.2962,1136,195,99,4,917
Torrance County, New Mexico,1996,14281,6.9257,925,221,101,11,689
Torrance County, New Mexico,1997,15315,7.2404,1034,217,94,21,809
Torrance County, New Mexico,1998,16149,5.4456,834,215,95,10,1120
Torrance County, New Mexico,1999,16430,1.74,281,222,100,7,252
Torrance County, New Mexico,2000,16911,2.9276,481,,,,
Torrance County, New Mexico,2001,16660,-1.4842,-251,208,116,19,-357
Torrance County, New Mexico,2002,16520,-0.8403,-140,179,112,18,-210
Torrance County, New Mexico,2003,16879,2.1731,359,175,133,18,298
Torrance County, New Mexico,2004,17184,1.807,305,198,115,22,242
Torrance County, New Mexico,2005,16702,-2.8049,-482,177,120,23,-588
Torrance County, New Mexico,2006,16728,0.1557,26,171,145,22,-8
Torrance County, New Mexico,2007,16559,-1.0103,-169,174,150,21,-210
Torrance County, New Mexico,2008,16257,-1.8238,-302,209,113,21,-376
Torrance County, New Mexico,2009,16414,0.9657,157,182,123,21,61
Torrance County, New Mexico,2010,16383,-0.1889,-31,41,12,11,-16
Torrance County, New Mexico,2011,16447,0.3906,64,173,142,53,-42
Torrance County, New Mexico,2012,16155,-1.7754,-292,172,165,50,-364
Torrance County, New Mexico,2013,15825,-2.0427,-330,142,146,87,-423
Torrance County, New Mexico,2014,15666,-1.0047,-159,133,164,35,-166
Torrance County, New Mexico,2015,15596,-0.4468,-70,159,156,46,-119
Torrance County, New Mexico,2016,15491,-0.6732,-105,168,170,27,-130
Torrance County, New Mexico,2017,15535,0.284,44,157,164,37,14
Torrance County, New Mexico,2018,15512,-0.1481,-23,154,132,22,-66
Torrance County, New Mexico,2019,15461,-0.3288,-51,153,150,23,-76
Travis County, Texas,1970,295516,,,,,,
Travis County, Texas,1971,310300,5.0028,14784,,,,
Travis County, Texas,1972,332200,7.0577,21900,,,,
Travis County, Texas,1973,349300,5.1475,17100,,,,
Travis County, Texas,1974,358900,2.7484,9600,,,,
Travis County, Texas,1975,369700,3.0092,10800,,,,
Travis County, Texas,1976,386100,4.436,16400,,,,
Travis County, Texas,1977,393400,1.8907,7300,,,,
Travis County, Texas,1978,390600,-0.7117,-2800,,,,
Travis County, Texas,1979,414400,6.0932,23800,,,,
Travis County, Texas,1980,419573,1.2483,5173,,,,
Travis County, Texas,1981,430442,2.5905,10869,,,,
Travis County, Texas,1982,449814,4.5005,19372,7972,2516,,
Travis County, Texas,1983,473881,5.3504,24067,8617,2603,,
Travis County, Texas,1984,499415,5.3883,25534,9340,2684,,
Travis County, Texas,1985,530511,6.2265,31096,10165,2792,,
Travis County, Texas,1986,547418,3.1869,16907,10624,2877,,
Travis County, Texas,1987,552135,0.8617,4717,10499,2889,,
Travis County, Texas,1988,557219,0.9208,5084,10182,2859,,
Travis County, Texas,1989,565405,1.4691,8186,10078,2930,,
Travis County, Texas,1990,576407,1.9459,11002,7580,2253,,
Travis County, Texas,1991,602113,4.4597,25706,10298,2996,,
Travis County, Texas,1992,624947,3.7923,22834,10652,3041,1863,7466
Travis County, Texas,1993,649226,3.885,24279,10597,3338,2286,8495
Travis County, Texas,1994,671759,3.4707,22533,10865,3547,2057,6995
Travis County, Texas,1995,696278,3.65,24519,10924,3508,2558,7988
Travis County, Texas,1996,717194,3.004,20916,11341,3662,2858,3799
Travis County, Texas,1997,736587,2.704,19393,11875,3508,3121,967
Travis County, Texas,1998,761335,3.3598,24748,12164,3683,3002,5700
Travis County, Texas,1999,788500,3.5681,27165,12181,3551,3106,6120
Travis County, Texas,2000,812280,3.0159,23780,,,,
Travis County, Texas,2001,844877,4.013,32597,14472,4130,7917,9423
Travis County, Texas,2002,848090,0.3803,3213,14552,4025,7437,-12411
Travis County, Texas,2003,856315,0.9698,8225,14406,3977,6496,-6473
Travis County, Texas,2004,870809,1.6926,14494,14993,4109,5913,266
Travis County, Texas,2005,891266,2.3492,20457,14989,4042,6189,6132
Travis County, Texas,2006,925151,3.8019,33885,15606,4281,6211,19383
Travis County, Texas,2007,955399,3.2695,30248,16330,4325,5661,15360
Travis County, Texas,2008,980699,2.6481,25300,16435,4494,5488,10678
Travis County, Texas,2009,1006503,2.6312,25804,16280,4575,5516,10484
Travis County, Texas,2010,1024266,1.7648,17763,3859,1117,932,2192
Travis County, Texas,2011,1061709,3.6556,37443,15639,4667,4281,15806
Travis County, Texas,2012,1096886,3.3132,35177,15578,4718,4926,18564
Travis County, Texas,2013,1122248,2.3122,25362,15837,5132,4900,9483
Travis County, Texas,2014,1152260,2.6743,30012,15985,4944,6362,12172
Travis County, Texas,2015,1179805,2.3905,27545,16386,5334,7144,9176
Travis County, Texas,2016,1206110,2.2296,26305,16170,5338,6788,8595
Travis County, Texas,2017,1227585,1.7805,21475,15674,5607,6245,5098
Travis County, Texas,2018,1246572,1.5467,18987,15123,5942,4576,5169
Travis County, Texas,2019,1273954,2.1966,27382,15147,6196,4296,13964
Trinity County, Texas,1970,7628,,,,,,
Trinity County, Texas,1971,7900,3.5658,272,,,,
Trinity County, Texas,1972,8000,1.2658,100,,,,
Trinity County, Texas,1973,8200,2.5,200,,,,
Trinity County, Texas,1974,8400,2.439,200,,,,
Trinity County, Texas,1975,8300,-1.1905,-100,,,,
Trinity County, Texas,1976,8600,3.6145,300,,,,
Trinity County, Texas,1977,8700,1.1628,100,,,,
Trinity County, Texas,1978,8700,0,0,,,,
Trinity County, Texas,1979,9100,4.5977,400,,,,
Trinity County, Texas,1980,9450,3.8462,350,,,,
Trinity County, Texas,1981,9681,2.4444,231,,,,
Trinity County, Texas,1982,10214,5.5056,533,128,154,,
Trinity County, Texas,1983,10480,2.6043,266,129,152,,
Trinity County, Texas,1984,11005,5.0095,525,144,136,,
Trinity County, Texas,1985,11181,1.5993,176,149,144,,
Trinity County, Texas,1986,11497,2.8262,316,145,159,,
Trinity County, Texas,1987,11489,-0.0696,-8,154,151,,
Trinity County, Texas,1988,11510,0.1828,21,150,147,,
Trinity County, Texas,1989,11518,0.0695,8,143,154,,
Trinity County, Texas,1990,11445,-0.6338,-73,110,107,,
Trinity County, Texas,1991,11541,0.8388,96,128,128,,
Trinity County, Texas,1992,11681,1.2131,140,173,133,5,30
Trinity County, Texas,1993,12128,3.8267,447,122,154,7,354
Trinity County, Texas,1994,12550,3.4796,422,140,168,5,370
Trinity County, Texas,1995,12702,1.2112,152,132,160,8,94
Trinity County, Texas,1996,12887,1.4565,185,140,191,6,152
Trinity County, Texas,1997,13109,1.7227,222,169,175,12,123
Trinity County, Texas,1998,13365,1.9529,256,168,190,13,162
Trinity County, Texas,1999,13596,1.7284,231,174,185,13,98
Trinity County, Texas,2000,13779,1.346,183,,,,
Trinity County, Texas,2001,13852,0.5298,73,169,195,17,38
Trinity County, Texas,2002,14033,1.3067,181,166,192,18,147
Trinity County, Texas,2003,14156,0.8765,123,160,189,14,87
Trinity County, Texas,2004,14246,0.6358,90,148,226,13,114
Trinity County, Texas,2005,14395,1.0459,149,172,213,14,109
Trinity County, Texas,2006,14376,-0.132,-19,185,215,14,-45
Trinity County, Texas,2007,14425,0.3408,49,148,223,15,31
Trinity County, Texas,2008,14380,-0.312,-45,165,207,14,-62
Trinity County, Texas,2009,14472,0.6398,92,163,183,15,-43
Trinity County, Texas,2010,14585,0.7808,113,43,29,0,39
Trinity County, Texas,2011,14686,0.6925,101,180,230,-4,10
Trinity County, Texas,2012,14372,-2.1381,-314,107,214,-2,-207
Trinity County, Texas,2013,14445,0.5079,73,113,233,-6,196
Trinity County, Texas,2014,14298,-1.0177,-147,157,208,10,-103
Trinity County, Texas,2015,14539,1.6856,241,153,219,10,295
Trinity County, Texas,2016,14543,0.0275,4,145,256,12,102
Trinity County, Texas,2017,14677,0.9214,134,144,247,9,229
Trinity County, Texas,2018,14688,0.0749,11,139,236,9,101
Trinity County, Texas,2019,14651,-0.2519,-37,139,232,9,48
Tyler County, Texas,1970,12417,,,,,,
Tyler County, Texas,1971,12600,1.4738,183,,,,
Tyler County, Texas,1972,13000,3.1746,400,,,,
Tyler County, Texas,1973,13800,6.1538,800,,,,
Tyler County, Texas,1974,13700,-0.7246,-100,,,,
Tyler County, Texas,1975,13800,0.7299,100,,,,
Tyler County, Texas,1976,14200,2.8986,400,,,,
Tyler County, Texas,1977,14800,4.2254,600,,,,
Tyler County, Texas,1978,15300,3.3784,500,,,,
Tyler County, Texas,1979,15800,3.268,500,,,,
Tyler County, Texas,1980,16223,2.6772,423,,,,
Tyler County, Texas,1981,16377,0.9493,154,,,,
Tyler County, Texas,1982,16531,0.9403,154,236,192,,
Tyler County, Texas,1983,16852,1.9418,321,245,203,,
Tyler County, Texas,1984,17372,3.0857,520,238,215,,
Tyler County, Texas,1985,17421,0.2821,49,236,215,,
Tyler County, Texas,1986,17318,-0.5912,-103,220,197,,
Tyler County, Texas,1987,17163,-0.895,-155,213,205,,
Tyler County, Texas,1988,16877,-1.6664,-286,211,220,,
Tyler County, Texas,1989,16645,-1.3747,-232,195,230,,
Tyler County, Texas,1990,16646,0.006,1,141,181,,
Tyler County, Texas,1991,17041,2.3729,395,212,199,,
Tyler County, Texas,1992,18097,6.1968,1056,218,246,6,984
Tyler County, Texas,1993,18488,2.1606,391,203,242,7,324
Tyler County, Texas,1994,19173,3.7051,685,227,265,4,613
Tyler County, Texas,1995,19653,2.5035,480,209,244,4,1309
Tyler County, Texas,1996,20029,1.9132,376,219,229,3,-40
Tyler County, Texas,1997,20200,0.8538,171,206,262,3,313
Tyler County, Texas,1998,20457,1.2723,257,213,248,6,195
Tyler County, Texas,1999,20776,1.5594,319,211,260,7,166
Tyler County, Texas,2000,20871,0.4573,95,,,,
Tyler County, Texas,2001,20657,-1.0253,-214,237,246,16,-314
Tyler County, Texas,2002,20825,0.8133,168,204,234,14,55
Tyler County, Texas,2003,20823,-0.0096,-2,205,242,11,-105
Tyler County, Texas,2004,21038,1.0325,215,257,281,13,112
Tyler County, Texas,2005,20935,-0.4896,-103,234,269,14,-222
Tyler County, Texas,2006,21034,0.4729,99,247,232,14,-69
Tyler County, Texas,2007,21279,1.1648,245,223,231,11,117
Tyler County, Texas,2008,21570,1.3675,291,242,223,12,138
Tyler County, Texas,2009,21737,0.7742,167,242,222,11,53
Tyler County, Texas,2010,21766,0.1334,29,53,46,2,-2
Tyler County, Texas,2011,21674,-0.4227,-92,217,253,-2,-52
Tyler County, Texas,2012,21504,-0.7843,-170,216,269,4,-120
Tyler County, Texas,2013,21508,0.0186,4,245,282,8,38
Tyler County, Texas,2014,21468,-0.186,-40,213,286,11,25
Tyler County, Texas,2015,21370,-0.4565,-98,211,267,2,-41
Tyler County, Texas,2016,21423,0.248,53,211,269,1,111
Tyler County, Texas,2017,21517,0.4388,94,205,258,1,147
Tyler County, Texas,2018,21609,0.4276,92,188,284,0,190
Tyler County, Texas,2019,21672,0.2915,63,187,268,0,145
Union County, New Mexico,1970,4925,,,,,,
Union County, New Mexico,1971,5000,1.5228,75,,,,
Union County, New Mexico,1972,5200,4,200,,,,
Union County, New Mexico,1973,5100,-1.9231,-100,,,,
Union County, New Mexico,1974,5000,-1.9608,-100,,,,
Union County, New Mexico,1975,4900,-2,-100,,,,
Union County, New Mexico,1976,4900,0,0,,,,
Union County, New Mexico,1977,5000,2.0408,100,,,,
Union County, New Mexico,1978,5000,0,0,,,,
Union County, New Mexico,1979,4800,-4,-200,,,,
Union County, New Mexico,1980,4725,-1.5625,-75,,,,
Union County, New Mexico,1981,4815,1.9048,90,,,,
Union County, New Mexico,1982,5219,8.3904,404,90,53,,
Union County, New Mexico,1983,5120,-1.8969,-99,85,48,,
Union County, New Mexico,1984,5091,-0.5664,-29,82,53,,
Union County, New Mexico,1985,4912,-3.516,-179,80,55,,
Union County, New Mexico,1986,4849,-1.2826,-63,72,59,,
Union County, New Mexico,1987,4560,-5.96,-289,69,58,,
Union County, New Mexico,1988,4442,-2.5877,-118,69,52,,
Union County, New Mexico,1989,4234,-4.6826,-208,61,52,,
Union County, New Mexico,1990,4124,-2.598,-110,41,41,,
Union County, New Mexico,1991,4147,0.5577,23,64,50,,
Union County, New Mexico,1992,4106,-0.9887,-41,59,58,8,-73
Union County, New Mexico,1993,4147,0.9985,41,54,62,4,17
Union County, New Mexico,1994,4240,2.2426,93,54,53,6,61
Union County, New Mexico,1995,4315,1.7689,75,70,47,8,21
Union County, New Mexico,1996,4270,-1.0429,-45,55,44,6,-87
Union County, New Mexico,1997,4244,-0.6089,-26,47,59,3,-45
Union County, New Mexico,1998,4218,-0.6126,-26,51,51,4,-62
Union County, New Mexico,1999,4155,-1.4936,-63,48,63,4,-75
Union County, New Mexico,2000,4174,0.4573,19,,,,
Union County, New Mexico,2001,4138,-0.8625,-36,43,51,6,-127
Union County, New Mexico,2002,4138,0,0,43,68,5,-52
Union County, New Mexico,2003,4080,-1.4016,-58,49,42,5,-149
Union County, New Mexico,2004,4107,0.6618,27,39,45,6,-47
Union County, New Mexico,2005,4198,2.2157,91,47,53,7,14
Union County, New Mexico,2006,4210,0.2859,12,47,71,7,-46
Union County, New Mexico,2007,4286,1.8052,76,37,45,6,2
Union County, New Mexico,2008,4380,2.1932,94,48,20,7,-13
Union County, New Mexico,2009,4523,3.2648,143,56,40,6,51
Union County, New Mexico,2010,4549,0.5748,26,15,15,0,-12
Union County, New Mexico,2011,4410,-3.0556,-139,48,53,-4,-124
Union County, New Mexico,2012,4400,-0.2268,-10,36,55,0,12
Union County, New Mexico,2013,4347,-1.2045,-53,44,41,-1,-57
Union County, New Mexico,2014,4246,-2.3234,-101,39,46,-2,-95
Union County, New Mexico,2015,4163,-1.9548,-83,38,54,1,-69
Union County, New Mexico,2016,4154,-0.2162,-9,37,44,-2,0
Union County, New Mexico,2017,4180,0.6259,26,36,38,-2,31
Union County, New Mexico,2018,4108,-1.7225,-72,40,35,-2,-75
Union County, New Mexico,2019,4059,-1.1928,-49,38,37,-2,-47
Upshur County, Texas,1970,20976,,,,,,
Upshur County, Texas,1971,22500,7.2654,1524,,,,
Upshur County, Texas,1972,23500,4.4444,1000,,,,
Upshur County, Texas,1973,22900,-2.5532,-600,,,,
Upshur County, Texas,1974,23900,4.3668,1000,,,,
Upshur County, Texas,1975,24400,2.0921,500,,,,
Upshur County, Texas,1976,24800,1.6393,400,,,,
Upshur County, Texas,1977,25800,4.0323,1000,,,,
Upshur County, Texas,1978,26800,3.876,1000,,,,
Upshur County, Texas,1979,27900,4.1045,1100,,,,
Upshur County, Texas,1980,28595,2.491,695,,,,
Upshur County, Texas,1981,29622,3.5915,1027,,,,
Upshur County, Texas,1982,31213,5.371,1591,459,272,,
Upshur County, Texas,1983,32230,3.2583,1017,469,291,,
Upshur County, Texas,1984,32239,0.0279,9,460,326,,
Upshur County, Texas,1985,31819,-1.3028,-420,474,340,,
Upshur County, Texas,1986,31896,0.242,77,474,341,,
Upshur County, Texas,1987,31363,-1.6711,-533,458,334,,
Upshur County, Texas,1988,31488,0.3986,125,427,311,,
Upshur County, Texas,1989,31234,-0.8067,-254,438,281,,
Upshur County, Texas,1990,31370,0.4354,136,355,196,,
Upshur County, Texas,1991,31868,1.5875,498,426,328,,
Upshur County, Texas,1992,32100,0.728,232,416,299,20,240
Upshur County, Texas,1993,32608,1.5826,508,452,330,20,531
Upshur County, Texas,1994,32854,0.7544,246,417,353,14,320
Upshur County, Texas,1995,33527,2.0485,673,431,343,23,711
Upshur County, Texas,1996,33867,1.0141,340,427,422,27,469
Upshur County, Texas,1997,34439,1.689,572,472,384,28,611
Upshur County, Texas,1998,34615,0.511,176,451,404,17,290
Upshur County, Texas,1999,35150,1.5456,535,484,394,28,590
Upshur County, Texas,2000,35291,0.4011,141,,,,
Upshur County, Texas,2001,35746,1.2893,455,454,446,24,280
Upshur County, Texas,2002,36739,2.7779,993,513,397,22,777
Upshur County, Texas,2003,37232,1.3419,493,442,435,18,379
Upshur County, Texas,2004,37530,0.8004,298,474,405,21,132
Upshur County, Texas,2005,37957,1.1378,427,489,431,19,262
Upshur County, Texas,2006,38004,0.1238,47,502,387,20,-193
Upshur County, Texas,2007,38275,0.7131,271,508,387,17,39
Upshur County, Texas,2008,38706,1.1261,431,478,395,19,257
Upshur County, Texas,2009,39084,0.9766,378,506,390,18,19
Upshur County, Texas,2010,39309,0.5757,225,111,76,9,24
Upshur County, Texas,2011,39731,1.0735,422,515,458,38,260
Upshur County, Texas,2012,39918,0.4707,187,468,446,45,127
Upshur County, Texas,2013,39757,-0.4033,-161,484,400,22,-266
Upshur County, Texas,2014,40280,1.3155,523,473,443,13,475
Upshur County, Texas,2015,40317,0.0919,37,476,478,0,44
Upshur County, Texas,2016,40771,1.1261,454,466,449,3,436
Upshur County, Texas,2017,41069,0.7309,298,472,512,0,340
Upshur County, Texas,2018,41179,0.2678,110,467,471,-5,121
Upshur County, Texas,2019,41753,1.3939,574,452,437,-4,566
Upton County, Texas,1970,4697,,,,,,
Upton County, Texas,1971,4700,0.0639,3,,,,
Upton County, Texas,1972,4500,-4.2553,-200,,,,
Upton County, Texas,1973,4400,-2.2222,-100,,,,
Upton County, Texas,1974,4400,0,0,,,,
Upton County, Texas,1975,4600,4.5455,200,,,,
Upton County, Texas,1976,4700,2.1739,100,,,,
Upton County, Texas,1977,4600,-2.1277,-100,,,,
Upton County, Texas,1978,4500,-2.1739,-100,,,,
Upton County, Texas,1979,4600,2.2222,100,,,,
Upton County, Texas,1980,4619,0.413,19,,,,
Upton County, Texas,1981,4748,2.7928,129,,,,
Upton County, Texas,1982,5387,13.4583,639,122,37,,
Upton County, Texas,1983,5469,1.5222,82,128,39,,
Upton County, Texas,1984,5394,-1.3714,-75,129,42,,
Upton County, Texas,1985,5487,1.7241,93,124,42,,
Upton County, Texas,1986,5434,-0.9659,-53,108,38,,
Upton County, Texas,1987,5036,-7.3243,-398,89,39,,
Upton County, Texas,1988,4872,-3.2566,-164,86,36,,
Upton County, Texas,1989,4733,-2.853,-139,88,37,,
Upton County, Texas,1990,4447,-6.0427,-286,63,27,,
Upton County, Texas,1991,4230,-4.8797,-217,75,32,,
Upton County, Texas,1992,4092,-3.2624,-138,68,34,11,-164
Upton County, Texas,1993,3959,-3.2502,-133,59,44,8,-143
