County,State,Year,Population,Population Change,Total Population Change,Births,Deaths,International Immigration,Net Domestic Migration
Mason County, Texas,1984,3677,1.9124,69,40,53,,
Mason County, Texas,1985,3656,-0.5711,-21,42,57,,
Mason County, Texas,1986,3616,-1.0941,-40,43,56,,
Mason County, Texas,1987,3522,-2.5996,-94,37,46,,
Mason County, Texas,1988,3470,-1.4764,-52,35,49,,
Mason County, Texas,1989,3530,1.7291,60,38,55,,
Mason County, Texas,1990,3423,-3.0312,-107,32,42,,
Mason County, Texas,1991,3360,-1.8405,-63,33,69,,
Mason County, Texas,1992,3410,1.4881,50,34,57,8,66
Mason County, Texas,1993,3474,1.8768,64,31,46,7,69
Mason County, Texas,1994,3526,1.4968,52,26,64,10,76
Mason County, Texas,1995,3600,2.0987,74,42,72,5,91
Mason County, Texas,1996,3645,1.25,45,36,53,4,52
Mason County, Texas,1997,3702,1.5638,57,25,48,5,70
Mason County, Texas,1998,3727,0.6753,25,39,49,5,25
Mason County, Texas,1999,3710,-0.4561,-17,26,50,11,-14
Mason County, Texas,2000,3738,0.7547,28,,,,
Mason County, Texas,2001,3743,0.1338,5,27,47,2,37
Mason County, Texas,2002,3725,-0.4809,-18,30,63,2,23
Mason County, Texas,2003,3762,0.9933,37,35,46,2,49
Mason County, Texas,2004,3811,1.3025,49,33,58,1,79
Mason County, Texas,2005,3813,0.0525,2,36,46,3,5
Mason County, Texas,2006,3862,1.2851,49,41,48,2,57
Mason County, Texas,2007,3897,0.9063,35,38,43,2,32
Mason County, Texas,2008,3876,-0.5389,-21,40,36,1,-22
Mason County, Texas,2009,3982,2.7348,106,38,44,2,86
Mason County, Texas,2010,4012,0.7534,30,8,20,3,7
Mason County, Texas,2011,4033,0.5234,21,34,37,19,7
Mason County, Texas,2012,4056,0.5703,23,42,45,14,14
Mason County, Texas,2013,4120,1.5779,64,31,41,11,61
Mason County, Texas,2014,4095,-0.6068,-25,44,47,15,-37
Mason County, Texas,2015,4057,-0.928,-38,42,51,14,-44
Mason County, Texas,2016,4161,2.5635,104,41,43,14,93
Mason County, Texas,2017,4179,0.4326,18,27,54,9,35
Mason County, Texas,2018,4259,1.9143,80,36,40,7,78
Mason County, Texas,2019,4274,0.3522,15,34,41,7,15
Matagorda County, Texas,1970,27913,,,,,,
Matagorda County, Texas,1971,28300,1.3865,387,,,,
Matagorda County, Texas,1972,29400,3.8869,1100,,,,
Matagorda County, Texas,1973,28100,-4.4218,-1300,,,,
Matagorda County, Texas,1974,28600,1.7794,500,,,,
Matagorda County, Texas,1975,29100,1.7483,500,,,,
Matagorda County, Texas,1976,30000,3.0928,900,,,,
Matagorda County, Texas,1977,32100,7,2100,,,,
Matagorda County, Texas,1978,34100,6.2305,2000,,,,
Matagorda County, Texas,1979,36300,6.4516,2200,,,,
Matagorda County, Texas,1980,37828,4.2094,1528,,,,
Matagorda County, Texas,1981,38524,1.8399,696,,,,
Matagorda County, Texas,1982,37325,-3.1123,-1199,756,336,,
Matagorda County, Texas,1983,37579,0.6805,254,779,331,,
Matagorda County, Texas,1984,39648,5.5057,2069,808,328,,
Matagorda County, Texas,1985,40331,1.7227,683,822,336,,
Matagorda County, Texas,1986,40483,0.3769,152,824,327,,
Matagorda County, Texas,1987,40232,-0.62,-251,810,319,,
Matagorda County, Texas,1988,39134,-2.7292,-1098,764,315,,
Matagorda County, Texas,1989,37450,-4.3032,-1684,710,312,,
Matagorda County, Texas,1990,36928,-1.3939,-522,509,239,,
Matagorda County, Texas,1991,37655,1.9687,727,695,315,,
Matagorda County, Texas,1992,37839,0.4886,184,705,293,57,-284
Matagorda County, Texas,1993,38415,1.5222,576,650,321,70,188
Matagorda County, Texas,1994,38556,0.367,141,599,331,97,-212
Matagorda County, Texas,1995,38235,-0.8326,-321,565,324,45,-597
Matagorda County, Texas,1996,37910,-0.85,-325,585,395,82,-610
Matagorda County, Texas,1997,37909,-0.0026,-1,592,323,87,-359
Matagorda County, Texas,1998,38003,0.248,94,644,343,154,-313
Matagorda County, Texas,1999,37894,-0.2868,-109,607,330,142,-587
Matagorda County, Texas,2000,37957,0.1663,63,,,,
Matagorda County, Texas,2001,37804,-0.4031,-153,554,399,174,-340
Matagorda County, Texas,2002,37662,-0.3756,-142,564,373,165,-448
Matagorda County, Texas,2003,37695,0.0876,33,550,367,151,-254
Matagorda County, Texas,2004,37388,-0.8144,-307,558,368,139,-546
Matagorda County, Texas,2005,37132,-0.6847,-256,559,325,141,-593
Matagorda County, Texas,2006,36743,-1.0476,-389,538,309,142,-698
Matagorda County, Texas,2007,36452,-0.792,-291,533,332,133,-586
Matagorda County, Texas,2008,36708,0.7023,256,558,318,130,-66
Matagorda County, Texas,2009,36579,-0.3514,-129,557,340,130,-423
Matagorda County, Texas,2010,36702,0.3363,123,121,100,5,-15
Matagorda County, Texas,2011,36681,-0.0572,-21,547,339,-10,-226
Matagorda County, Texas,2012,36544,-0.3735,-137,524,332,9,-341
Matagorda County, Texas,2013,36500,-0.1204,-44,483,388,-1,-135
Matagorda County, Texas,2014,36478,-0.0603,-22,543,371,-3,-192
Matagorda County, Texas,2015,36766,0.7895,288,539,386,26,110
Matagorda County, Texas,2016,37088,0.8758,322,543,403,31,152
Matagorda County, Texas,2017,36805,-0.7631,-283,577,421,16,-457
Matagorda County, Texas,2018,36566,-0.6494,-239,541,373,5,-410
Matagorda County, Texas,2019,36643,0.2106,77,520,371,7,-79
Maverick County, Texas,1970,18093,,,,,,
Maverick County, Texas,1971,19000,5.013,907,,,,
Maverick County, Texas,1972,19900,4.7368,900,,,,
Maverick County, Texas,1973,21400,7.5377,1500,,,,
Maverick County, Texas,1974,21600,0.9346,200,,,,
Maverick County, Texas,1975,23300,7.8704,1700,,,,
Maverick County, Texas,1976,25300,8.5837,2000,,,,
Maverick County, Texas,1977,27000,6.7194,1700,,,,
Maverick County, Texas,1978,28200,4.4444,1200,,,,
Maverick County, Texas,1979,29800,5.6738,1600,,,,
Maverick County, Texas,1980,31398,5.3624,1598,,,,
Maverick County, Texas,1981,33010,5.1341,1612,,,,
Maverick County, Texas,1982,34029,3.0869,1019,800,149,,
Maverick County, Texas,1983,34980,2.7947,951,775,152,,
Maverick County, Texas,1984,34804,-0.5031,-176,754,150,,
Maverick County, Texas,1985,34729,-0.2155,-75,756,158,,
Maverick County, Texas,1986,34674,-0.1584,-55,736,156,,
Maverick County, Texas,1987,35105,1.243,431,740,139,,
Maverick County, Texas,1988,35567,1.3161,462,816,158,,
Maverick County, Texas,1989,35622,0.1546,55,856,178,,
Maverick County, Texas,1990,36378,2.1223,756,632,129,,
Maverick County, Texas,1991,38231,5.0937,1853,971,195,,
Maverick County, Texas,1992,39751,3.9758,1520,1124,188,577,176
Maverick County, Texas,1993,41308,3.9169,1557,1130,214,633,212
Maverick County, Texas,1994,42444,2.7501,1136,1185,207,557,-212
Maverick County, Texas,1995,43642,2.8225,1198,1168,231,645,-162
Maverick County, Texas,1996,44581,2.1516,939,1148,232,678,-436
Maverick County, Texas,1997,45432,1.9089,851,1057,246,777,-553
Maverick County, Texas,1998,46142,1.5628,710,1098,247,562,-461
Maverick County, Texas,1999,46945,1.7403,803,1084,249,576,-428
Maverick County, Texas,2000,47297,0.7498,352,,,,
Maverick County, Texas,2001,47594,0.6279,297,1001,270,287,-782
Maverick County, Texas,2002,48408,1.7103,814,1170,276,258,-357
Maverick County, Texas,2003,49123,1.477,715,919,243,213,-173
Maverick County, Texas,2004,49627,1.026,504,1052,264,187,-473
Maverick County, Texas,2005,50140,1.0337,513,1067,265,193,-504
Maverick County, Texas,2006,50951,1.6175,811,1102,313,200,-193
Maverick County, Texas,2007,51367,0.8165,416,1031,302,168,-513
Maverick County, Texas,2008,52190,1.6022,823,1098,301,165,-119
Maverick County, Texas,2009,53434,2.3836,1244,1109,314,158,434
Maverick County, Texas,2010,54258,1.5421,824,233,100,-21,64
Maverick County, Texas,2011,55260,1.8467,1002,1021,324,125,8
Maverick County, Texas,2012,55765,0.9139,505,1036,340,132,-324
Maverick County, Texas,2013,56532,1.3754,767,1138,348,159,-179
Maverick County, Texas,2014,57115,1.0313,583,1091,362,248,-396
Maverick County, Texas,2015,57720,1.0593,605,1192,403,273,-457
Maverick County, Texas,2016,58041,0.5561,321,1117,409,306,-694
Maverick County, Texas,2017,58111,0.1206,70,1088,386,158,-793
Maverick County, Texas,2018,58276,0.2839,165,1032,389,139,-619
Maverick County, Texas,2019,58722,0.7653,446,1042,393,79,-283
McCulloch County, Texas,1970,8571,,,,,,
McCulloch County, Texas,1971,8500,-0.8284,-71,,,,
McCulloch County, Texas,1972,8300,-2.3529,-200,,,,
McCulloch County, Texas,1973,8300,0,0,,,,
McCulloch County, Texas,1974,8600,3.6145,300,,,,
McCulloch County, Texas,1975,8700,1.1628,100,,,,
McCulloch County, Texas,1976,8600,-1.1494,-100,,,,
McCulloch County, Texas,1977,8600,0,0,,,,
McCulloch County, Texas,1978,8600,0,0,,,,
McCulloch County, Texas,1979,8700,1.1628,100,,,,
McCulloch County, Texas,1980,8735,0.4023,35,,,,
McCulloch County, Texas,1981,8771,0.4121,36,,,,
McCulloch County, Texas,1982,8890,1.3567,119,134,134,,
McCulloch County, Texas,1983,8873,-0.1912,-17,136,149,,
McCulloch County, Texas,1984,8968,1.0707,95,139,140,,
McCulloch County, Texas,1985,9196,2.5424,228,142,141,,
McCulloch County, Texas,1986,8873,-3.5124,-323,128,143,,
McCulloch County, Texas,1987,8837,-0.4057,-36,123,136,,
McCulloch County, Texas,1988,9156,3.6098,319,130,150,,
McCulloch County, Texas,1989,9064,-1.0048,-92,136,148,,
McCulloch County, Texas,1990,8778,-3.1553,-286,104,99,,
McCulloch County, Texas,1991,8309,-5.3429,-469,113,147,,
McCulloch County, Texas,1992,8207,-1.2276,-102,106,143,3,-6
McCulloch County, Texas,1993,8229,0.2681,22,109,125,8,92
McCulloch County, Texas,1994,8186,-0.5225,-43,99,148,9,57
McCulloch County, Texas,1995,8208,0.2688,22,106,143,4,123
McCulloch County, Texas,1996,8366,1.925,158,131,121,23,200
McCulloch County, Texas,1997,8303,-0.753,-63,112,139,10,15
McCulloch County, Texas,1998,8223,-0.9635,-80,125,136,9,-10
McCulloch County, Texas,1999,8284,0.7418,61,114,143,20,95
McCulloch County, Texas,2000,8205,-0.9536,-79,,,,
McCulloch County, Texas,2001,8034,-2.0841,-171,88,133,4,-141
McCulloch County, Texas,2002,7927,-1.3318,-107,101,123,4,-125
McCulloch County, Texas,2003,8033,1.3372,106,107,102,3,58
McCulloch County, Texas,2004,8164,1.6308,131,96,131,2,132
McCulloch County, Texas,2005,8117,-0.5757,-47,108,107,3,-88
McCulloch County, Texas,2006,8183,0.8131,66,99,108,2,35
McCulloch County, Texas,2007,8105,-0.9532,-78,123,96,3,-142
McCulloch County, Texas,2008,8203,1.2091,98,105,99,2,58
McCulloch County, Texas,2009,8365,1.9749,162,107,94,3,90
McCulloch County, Texas,2010,8283,-0.9803,-82,30,41,0,-44
McCulloch County, Texas,2011,8254,-0.3501,-29,95,118,-4,50
McCulloch County, Texas,2012,8241,-0.1575,-13,103,103,-2,-10
McCulloch County, Texas,2013,8243,0.0243,2,102,109,2,8
McCulloch County, Texas,2014,8152,-1.104,-91,67,113,8,-52
McCulloch County, Texas,2015,8255,1.2635,103,96,112,6,111
McCulloch County, Texas,2016,8124,-1.5869,-131,86,94,4,-126
McCulloch County, Texas,2017,7941,-2.2526,-183,79,104,4,-162
McCulloch County, Texas,2018,7982,0.5163,41,93,100,3,46
McCulloch County, Texas,2019,7984,0.0251,2,86,108,3,22
McKinley County, New Mexico,1970,43208,,,,,,
McKinley County, New Mexico,1971,44600,3.2216,1392,,,,
McKinley County, New Mexico,1972,46500,4.2601,1900,,,,
McKinley County, New Mexico,1973,46800,0.6452,300,,,,
McKinley County, New Mexico,1974,47300,1.0684,500,,,,
McKinley County, New Mexico,1975,49500,4.6512,2200,,,,
McKinley County, New Mexico,1976,52800,6.6667,3300,,,,
McKinley County, New Mexico,1977,53200,0.7576,400,,,,
McKinley County, New Mexico,1978,53900,1.3158,700,,,,
McKinley County, New Mexico,1979,56100,4.0816,2200,,,,
McKinley County, New Mexico,1980,56536,0.7772,436,,,,
McKinley County, New Mexico,1981,55997,-0.9534,-539,,,,
McKinley County, New Mexico,1982,56880,1.5769,883,1690,326,,
McKinley County, New Mexico,1983,57679,1.4047,799,1695,346,,
McKinley County, New Mexico,1984,58863,2.0527,1184,1670,358,,
McKinley County, New Mexico,1985,60879,3.4249,2016,1695,356,,
McKinley County, New Mexico,1986,61020,0.2316,141,1721,349,,
McKinley County, New Mexico,1987,61507,0.7981,487,1762,373,,
McKinley County, New Mexico,1988,59963,-2.5103,-1544,1827,395,,
McKinley County, New Mexico,1989,59573,-0.6504,-390,1884,375,,
McKinley County, New Mexico,1990,60686,1.8683,1113,1437,273,,
McKinley County, New Mexico,1991,63613,4.8232,2927,1787,379,,
McKinley County, New Mexico,1992,66376,4.3435,2763,1818,426,46,651
McKinley County, New Mexico,1993,66661,0.4294,285,1782,401,46,-1766
McKinley County, New Mexico,1994,68205,2.3162,1544,1717,375,44,-543
McKinley County, New Mexico,1995,70197,2.9206,1992,1542,408,44,77
McKinley County, New Mexico,1996,71693,2.1311,1496,1461,420,78,-367
McKinley County, New Mexico,1997,72380,0.9583,687,1352,384,77,-1108
McKinley County, New Mexico,1998,73320,1.2987,940,1392,418,57,-925
McKinley County, New Mexico,1999,73545,0.3069,225,1459,448,50,-1515
McKinley County, New Mexico,2000,74798,1.7037,1253,,,,
McKinley County, New Mexico,2001,74387,-0.5495,-411,1357,499,71,-1019
McKinley County, New Mexico,2002,72868,-2.042,-1519,1365,444,70,-2503
McKinley County, New Mexico,2003,71545,-1.8156,-1323,1351,453,62,-2396
McKinley County, New Mexico,2004,71500,-0.0629,-45,1381,467,60,-949
McKinley County, New Mexico,2005,70666,-1.1664,-834,1335,468,59,-1735
McKinley County, New Mexico,2006,70541,-0.1769,-125,1401,505,59,-1050
McKinley County, New Mexico,2007,69959,-0.8251,-582,1395,455,56,-1610
McKinley County, New Mexico,2008,70449,0.7004,490,1394,482,57,-451
McKinley County, New Mexico,2009,70567,0.1675,118,1415,494,57,-932
McKinley County, New Mexico,2010,71492,1.3108,925,300,148,1,39
McKinley County, New Mexico,2011,72332,1.175,840,1296,493,53,-195
McKinley County, New Mexico,2012,72365,0.0456,33,1245,542,32,-715
McKinley County, New Mexico,2013,72665,0.4146,300,1193,523,114,-486
McKinley County, New Mexico,2014,72796,0.1803,131,1191,569,103,-605
McKinley County, New Mexico,2015,73462,0.9149,666,1119,625,118,64
McKinley County, New Mexico,2016,73028,-0.5908,-434,1002,579,20,-879
McKinley County, New Mexico,2017,72423,-0.8284,-605,913,717,15,-821
McKinley County, New Mexico,2018,71911,-0.707,-512,850,670,16,-710
McKinley County, New Mexico,2019,71367,-0.7565,-544,817,642,17,-738
McLennan County, Texas,1970,147553,,,,,,
McLennan County, Texas,1971,149900,1.5906,2347,,,,
McLennan County, Texas,1972,153000,2.068,3100,,,,
McLennan County, Texas,1973,156200,2.0915,3200,,,,
McLennan County, Texas,1974,159400,2.0487,3200,,,,
McLennan County, Texas,1975,158800,-0.3764,-600,,,,
McLennan County, Texas,1976,162400,2.267,3600,,,,
McLennan County, Texas,1977,164200,1.1084,1800,,,,
McLennan County, Texas,1978,166400,1.3398,2200,,,,
McLennan County, Texas,1979,169200,1.6827,2800,,,,
McLennan County, Texas,1980,170755,0.919,1555,,,,
McLennan County, Texas,1981,173739,1.7475,2984,,,,
McLennan County, Texas,1982,175640,1.0942,1901,2893,1678,,
McLennan County, Texas,1983,179181,2.0161,3541,2985,1677,,
McLennan County, Texas,1984,181304,1.1848,2123,3017,1734,,
McLennan County, Texas,1985,183163,1.0253,1859,3067,1754,,
McLennan County, Texas,1986,186467,1.8039,3304,3149,1742,,
McLennan County, Texas,1987,186733,0.1427,266,3110,1744,,
McLennan County, Texas,1988,186698,-0.0187,-35,3072,1762,,
McLennan County, Texas,1989,187791,0.5854,1093,3056,1773,,
McLennan County, Texas,1990,189123,0.7093,1332,2246,1335,,
McLennan County, Texas,1991,191878,1.4567,2755,3067,1763,,
McLennan County, Texas,1992,193462,0.8255,1584,2988,1855,203,-400
McLennan County, Texas,1993,196163,1.3961,2701,3043,2024,259,575
McLennan County, Texas,1994,200503,2.2124,4340,3202,2024,243,2242
McLennan County, Texas,1995,202692,1.0918,2189,3200,1894,242,-12
McLennan County, Texas,1996,205894,1.5797,3202,3022,1949,381,936
McLennan County, Texas,1997,207991,1.0185,2097,3125,1976,434,-275
McLennan County, Texas,1998,209800,0.8697,1809,3160,1962,362,-696
McLennan County, Texas,1999,211548,0.8332,1748,3206,1999,357,-481
McLennan County, Texas,2000,213517,0.9308,1969,,,,
McLennan County, Texas,2001,215099,0.7409,1582,3291,1972,633,-269
McLennan County, Texas,2002,216571,0.6843,1472,3221,1967,591,87
McLennan County, Texas,2003,218744,1.0034,2173,3372,1893,504,548
McLennan County, Texas,2004,221353,1.1927,2609,3323,2074,480,1330
McLennan County, Texas,2005,222794,0.651,1441,3310,1960,496,-117
McLennan County, Texas,2006,224452,0.7442,1658,3471,2024,502,-41
McLennan County, Texas,2007,226741,1.0198,2289,3476,2061,449,858
McLennan County, Texas,2008,229037,1.0126,2296,3502,2083,445,774
McLennan County, Texas,2009,231679,1.1535,2642,3538,2006,440,625
McLennan County, Texas,2010,234906,1.3929,3227,850,413,39,519
McLennan County, Texas,2011,237852,1.2541,2946,3401,1961,168,337
McLennan County, Texas,2012,239368,0.6374,1516,3441,1947,232,-167
McLennan County, Texas,2013,241443,0.8669,2075,3414,2165,246,601
McLennan County, Texas,2014,243166,0.7136,1723,3595,2031,385,-194
McLennan County, Texas,2015,245444,0.9368,2278,3628,2188,406,462
McLennan County, Texas,2016,247553,0.8593,2109,3460,2070,408,323
McLennan County, Texas,2017,251631,1.6473,4078,3358,2087,307,2493
McLennan County, Texas,2018,254196,1.0193,2565,3491,2291,235,1138
McLennan County, Texas,2019,256623,0.9548,2427,3460,2231,164,1033
McMullen County, Texas,1970,1095,,,,,,
McMullen County, Texas,1971,1000,-8.6758,-95,,,,
McMullen County, Texas,1972,1100,10,100,,,,
McMullen County, Texas,1973,900,-18.1818,-200,,,,
McMullen County, Texas,1974,900,0,0,,,,
McMullen County, Texas,1975,800,-11.1111,-100,,,,
McMullen County, Texas,1976,800,0,0,,,,
McMullen County, Texas,1977,800,0,0,,,,
McMullen County, Texas,1978,800,0,0,,,,
McMullen County, Texas,1979,800,0,0,,,,
McMullen County, Texas,1980,789,-1.375,-11,,,,
McMullen County, Texas,1981,782,-0.8872,-7,,,,
McMullen County, Texas,1982,828,5.8824,46,11,9,,
McMullen County, Texas,1983,841,1.57,13,11,11,,
McMullen County, Texas,1984,913,8.5612,72,11,7,,
McMullen County, Texas,1985,919,0.6572,6,13,7,,
McMullen County, Texas,1986,866,-5.7671,-53,16,9,,
McMullen County, Texas,1987,866,0,0,18,9,,
McMullen County, Texas,1988,921,6.351,55,15,7,,
McMullen County, Texas,1989,816,-11.4007,-105,13,7,,
McMullen County, Texas,1990,817,0.1225,1,9,5,,
McMullen County, Texas,1991,790,-3.3048,-27,8,10,,
McMullen County, Texas,1992,817,3.4177,27,14,2,1,10
McMullen County, Texas,1993,804,-1.5912,-13,6,9,2,-15
McMullen County, Texas,1994,815,1.3682,11,2,8,1,12
McMullen County, Texas,1995,840,3.0675,25,9,8,4,17
McMullen County, Texas,1996,814,-3.0952,-26,4,10,1,-23
McMullen County, Texas,1997,822,0.9828,8,6,13,1,11
McMullen County, Texas,1998,826,0.4866,4,10,9,0,0
McMullen County, Texas,1999,832,0.7264,6,6,14,2,13
McMullen County, Texas,2000,851,2.2837,19,,,,
McMullen County, Texas,2001,819,-3.7603,-32,6,6,1,-11
McMullen County, Texas,2002,795,-2.9304,-24,7,10,1,-10
McMullen County, Texas,2003,801,0.7547,6,2,7,1,21
McMullen County, Texas,2004,735,-8.2397,-66,1,2,0,-51
McMullen County, Texas,2005,789,7.3469,54,11,6,1,65
McMullen County, Texas,2006,765,-3.0418,-24,11,6,0,-18
McMullen County, Texas,2007,773,1.0458,8,12,9,1,23
McMullen County, Texas,2008,736,-4.7865,-37,6,6,0,-33
McMullen County, Texas,2009,699,-5.0272,-37,6,2,1,-35
McMullen County, Texas,2010,707,1.1445,8,1,1,0,3
McMullen County, Texas,2011,697,-1.4144,-10,10,7,1,-17
McMullen County, Texas,2012,730,4.7346,33,6,6,1,31
McMullen County, Texas,2013,760,4.1096,30,7,18,3,37
McMullen County, Texas,2014,799,5.1316,39,7,8,9,29
McMullen County, Texas,2015,828,3.6295,29,13,5,3,18
McMullen County, Texas,2016,806,-2.657,-22,9,8,2,-24
McMullen County, Texas,2017,765,-5.0868,-41,9,8,2,-44
McMullen County, Texas,2018,731,-4.4444,-34,7,6,2,-38
McMullen County, Texas,2019,743,1.6416,12,6,6,2,11
Medina County, Texas,1970,20249,,,,,,
